ID,bridg_po
122455,1
122472,0
122527,0
122543,0
122558,1
122562,1
122589,0
122591,1
122639,0
122687,0
122723,1
122799,1
122813,1
122821,0
122832,1
122850,0
122866,0
122884,0
122911,0
122930,1
122995,1
123012,0
123020,0
123031,0
123049,0
123065,1
123077,0
123110,1
123123,0
123152,1
123168,1
123181,1
123199,0
123238,1
123240,0
123272,1
123286,0
123326,0
123342,1
123361,0
123374,0
123388,0
123433,0
123511,0
123548,1
123553,1
123609,1
123613,1
123632,1
123650,1
123700,0
123716,0
123744,0
123771,0
123785,0
123792,0
123860,1
123887,1
123904,0
123958,0
123962,1
123991,0
124002,0
124039,0
124087,0
124115,1
124143,0
124158,0
124191,1
124209,0
124221,1
124245,0
124250,1
124266,0
124278,1
124284,0
124297,1
124307,1
124311,1
124376,0
124395,1
124444,0
124463,0
124492,0
124519,1
124526,0
124557,0
124638,0
124714,1
124722,1
124746,1
124751,0
124779,1
124808,1
124812,0
124854,1
124865,0
124877,0
124883,0
124896,0
124910,1
124952,0
124981,0
125040,1
125055,0
125086,0
125119,0
125161,0
125174,1
125208,1
125212,1
125277,0
125296,0
125310,0
125347,1
125427,0
125458,0
125489,0
125573,0
125594,0
125637,0
125644,1
125663,1
125671,1
125685,0
125709,0
125766,1
125811,0
125914,0
125922,0
125933,0
125951,1
125998,1
126028,0
126037,1
126044,1
126063,0
126092,0
126118,0
126160,0
126187,1
126194,0
126230,1
126269,1
126276,1
126295,1
126314,0
126346,1
126351,0
126367,0
126379,0
126419,1
126426,0
126435,1
126442,0
126457,0
126474,1
126488,0
126501,1
126529,0
126538,0
126540,1
126564,0
126572,0
126604,1
126615,0
126670,0
126689,1
126708,0
126712,0
126731,0
126749,1
126754,0
126777,1
126806,0
126852,0
126868,0
126875,1
126881,0
126899,0
126909,0
126966,1
126997,1
127013,0
127021,0
127032,0
127045,1
127066,1
127124,0
127148,0
127169,0
127176,0
127195,0
127202,0
127218,0
127304,1
127315,0
127327,1
127336,0
127370,0
127391,0
127410,0
127423,1
127447,0
127481,0
127499,1
127508,1
127512,0
127520,1
127531,0
127565,0
127577,0
127583,0
127605,1
127622,1
127667,1
127679,0
127701,1
127740,1
127786,0
127874,1
127888,0
127900,0
127916,0
127928,0
127959,1
127985,0
128015,0
128058,1
128062,0
128101,0
128129,0
128138,0
128140,0
128155,0
128172,0
128193,0
128206,0
128268,1
128275,0
128313,1
128350,1
128384,0
128397,1
128402,0
128425,0
128439,0
128441,0
128460,1
128487,1
128537,1
128544,1
128559,0
128563,1
128592,1
128603,0
128619,1
128626,0
128635,1
128657,1
128661,0
128690,1
128730,0
128753,0
128769,0
128776,1
128782,0
128795,1
128805,0
128833,0
128846,0
128851,0
128880,1
128908,0
128912,0
128920,1
128949,1
128965,0
128977,0
129007,1
129011,0
129048,0
129069,0
129095,1
129105,0
129122,0
129133,0
129151,0
129167,1
129180,1
129237,0
129259,0
129271,1
129341,1
129373,1
129409,1
129413,1
129432,1
129484,0
129510,0
129534,1
129568,0
129575,0
129608,0
129620,1
129649,1
129696,0
129715,0
129727,1
129736,0
129743,0
129770,0
129789,0
129791,0
129801,0
129829,1
129893,1
129919,1
129935,1
129957,0
129990,1
130018,0
130025,1
130039,0
130041,0
130060,0
130094,0
130104,1
130136,0
130143,0
130189,1
130245,0
130297,1
130307,0
130324,0
130330,0
130348,1
130400,0
130416,0
130444,1
130492,0
130503,1
130535,0
130557,1
130617,0
130629,0
130638,1
130655,1
130686,0
130705,1
130714,1
130722,1
130767,1
130812,0
130849,0
130854,1
130865,0
130883,0
130910,0
130934,0
130968,0
130975,1
130999,1
131003,0
131042,0
131061,1
131090,0
131128,1
131144,0
131185,1
131192,1
131214,0
131222,1
131251,1
131279,1
131280,1
131320,0
131331,0
131354,1
131365,0
131377,1
131383,1
131401,1
131417,0
131429,0
131438,0
131440,0
131527,1
131536,0
131543,1
131602,0
131618,1
131639,1
131641,0
131656,0
131687,0
131752,1
131775,0
131781,0
131799,1
131813,1
131832,0
131850,0
131878,1
131884,0
131897,1
131911,1
131924,0
131948,0
131953,1
131995,0
132033,0
132046,0
132051,1
132067,1
132112,1
132120,0
132165,1
132177,0
132183,0
132226,0
132261,1
132274,1
132300,0
132328,0
132344,0
132371,0
132392,1
132430,1
132453,1
132469,1
132476,0
132550,1
132578,1
132606,1
132623,0
132634,0
132652,1
132718,1
132739,1
132756,0
132773,0
132787,0
132836,0
132843,1
132870,0
132889,0
132901,1
132955,0
132986,0
133000,1
133044,0
133085,1
133092,0
133141,0
133160,0
133173,0
133187,0
133224,0
133230,0
133253,1
133269,0
133276,1
133305,1
133322,1
133346,1
133351,0
133379,0
133380,0
133403,0
133419,0
133426,1
133435,1
133442,0
133457,0
133474,0
133488,0
133517,0
133586,1
133593,1
133604,0
133615,0
133627,0
133643,0
133658,0
133689,0
133691,0
133708,0
133712,1
133720,1
133754,0
133783,1
133823,0
133834,0
133875,0
133881,1
133899,1
133932,1
133950,0
133966,0
133984,0
134034,0
134052,0
134075,1
134121,1
134150,0
134178,1
134197,0
134236,0
134243,0
134262,1
134291,1
134317,0
134355,0
134364,1
134372,0
134449,1
134496,0
134546,0
134551,0
134567,1
134579,0
134624,0
134669,0
134703,1
134742,1
134774,1
134816,0
134885,1
134918,1
134941,0
134960,1
134973,0
134987,0
135024,0
135048,0
135053,0
135095,1
135122,1
135133,0
135146,0
135167,1
135179,0
135180,0
135216,1
135228,0
135244,1
135259,1
135271,0
135292,0
135318,0
135339,0
135341,0
135387,1
135450,1
135478,1
135484,0
135497,0
135523,0
135552,1
135620,1
135654,1
135727,0
135762,0
135789,1
135791,1
135801,0
135829,0
135838,1
135855,0
135864,1
135872,0
135919,0
135926,0
135935,1
135957,1
136077,0
136096,0
136106,0
136110,0
136134,1
136152,1
136168,0
136181,0
136199,0
136201,0
136229,1
136240,0
136286,1
136319,1
136326,1
136335,0
136342,1
136361,1
136390,1
136414,0
136422,1
136433,0
136451,1
136467,1
136498,1
136507,0
136553,0
136582,0
136595,0
136609,0
136645,1
136650,0
136684,0
136700,0
136716,0
136744,0
136759,1
136802,1
136825,1
136839,1
136841,1
136856,0
136915,0
136927,1
136962,1
137027,0
137062,0
137091,0
137129,1
137140,1
137206,1
137247,0
137252,0
137281,1
137299,0
137309,0
137345,1
137350,1
137425,0
137460,1
137487,1
137516,0
137559,1
137571,0
137603,0
137619,1
137661,1
137690,0
137711,0
137724,1
137769,0
137776,1
137822,1
137846,0
137879,0
137912,1
137931,0
137954,1
137977,1
137996,0
138009,0
138013,0
138032,1
138045,1
138050,1
138066,0
138078,1
138084,0
138111,0
138124,0
138176,1
138218,0
138241,0
138256,0
138294,0
138304,1
138327,1
138370,1
138391,1
138468,0
138481,1
138531,1
138554,1
138565,1
138583,1
138596,1
138614,0
138622,0
138667,1
138701,0
138717,0
138729,0
138755,0
138772,1
138786,0
138803,0
138826,0
138835,1
138857,1
138861,0
138874,0
138890,0
138900,1
138916,0
138928,0
138959,1
138963,0
139001,0
139017,0
139040,0
139055,1
139064,0
139086,0
139093,1
139119,0
139161,1
139174,0
139188,0
139190,1
139212,0
139220,1
139231,0
139254,0
139265,0
139277,1
139283,1
139310,1
139323,0
139381,0
139399,0
139404,0
139415,0
139458,1
139556,0
139573,1
139587,0
139594,1
139616,1
139637,1
139663,1
139685,1
139692,0
139709,1
139713,0
139732,0
139750,0
139797,0
139811,0
139824,1
139830,0
139848,1
139853,1
139869,1
139895,0
139905,0
139946,1
139967,1
139979,1
139998,1
140015,1
140027,0
140036,1
140043,1
140058,0
140070,0
140089,0
140091,0
140101,0
140129,1
140140,0
140206,0
140234,0
140252,0
140281,0
140350,1
140366,1
140378,0
140397,1
140418,0
140425,0
140456,0
140460,1
140473,0
140494,0
140500,0
140528,0
140537,0
140559,0
140571,1
140585,1
140592,0
140603,1
140642,0
140657,0
140661,0
140690,1
140707,1
140711,0
140753,0
140769,1
140776,1
140814,0
140822,1
140833,0
140846,1
140867,1
140898,1
140931,1
141000,0
141028,1
141037,1
141085,0
141102,1
141118,1
141125,1
141139,0
141207,0
141211,1
141230,1
141295,1
141346,1
141379,1
141398,0
141426,1
141461,0
141474,1
141488,1
141540,0
141593,0
141604,1
141643,0
141662,0
141765,1
141783,0
141810,1
141852,0
141875,1
141899,0
141909,0
141913,1
141921,1
141945,0
141950,0
141978,0
141997,1
142082,0
142105,1
142114,0
142133,0
142146,1
142167,0
142179,0
142259,0
142271,0
142339,0
142341,1
142360,0
142394,0
142409,1
142432,1
142445,1
142466,1
142484,0
142568,0
142575,0
142581,1
142608,1
142620,1
142715,1
142736,1
142743,0
142762,1
142789,0
142817,1
142829,1
142840,1
142855,0
142864,0
142942,0
142974,0
142988,0
143002,1
143018,1
143025,0
143039,0
143041,1
143056,1
143073,1
143094,0
143104,1
143115,1
143127,0
143136,1
143158,0
143170,0
143209,0
143213,1
143221,0
143245,0
143250,0
143278,1
143284,0
143311,0
143353,0
143382,0
143428,0
143444,1
143535,1
143542,0
143557,1
143561,0
143574,1
143617,0
143629,0
143664,1
143672,1
143693,1
143705,1
143714,1
143722,0
143733,0
143779,1
143820,0
143906,0
143910,0
143923,0
143947,0
143975,0
143981,0
144031,1
144049,0
144077,0
144096,0
144123,1
144147,1
144152,0
144168,1
144229,0
144238,1
144255,1
144303,1
144335,0
144342,1
144361,1
144374,1
144405,1
144422,0
144446,0
144467,0
144507,0
144530,0
144553,1
144613,0
144645,0
144678,1
144697,1
144700,0
144716,0
144728,0
144763,1
144785,0
144802,0
144818,0
144839,1
144841,1
144860,0
144873,0
144904,0
144943,0
144958,1
145009,0
145013,0
145021,1
145045,0
145050,1
145130,1
145148,0
145182,0
145304,0
145327,0
145358,0
145389,1
145391,0
145406,0
145410,1
145423,1
145468,0
145475,1
145481,1
145499,0
145508,0
145512,1
145531,0
145565,1
145577,0
145596,1
145614,0
145622,0
145667,0
145679,1
145680,1
145698,1
145740,0
145755,0
145772,0
145786,1
145793,0
145803,0
145819,0
145826,0
145959,1
145971,0
145985,0
145992,1
146051,0
146067,1
146079,1
146098,0
146120,0
146131,0
146149,1
146154,1
146183,1
146196,1
146274,0
146359,1
146392,1
146453,0
146482,1
146509,1
146513,0
146584,0
146606,0
146610,0
146647,0
146675,1
146739,1
146741,0
146756,1
146760,0
146836,0
146843,0
146858,1
146870,1
146929,1
146940,0
146964,1
146986,0
146993,0
147017,0
147040,1
147055,0
147064,1
147093,0
147126,1
147135,0
147208,1
147212,1
147231,0
147254,1
147277,1
147296,1
147323,0
147352,1
147368,1
147436,0
147443,0
147470,0
147489,0
147502,0
147518,0
147556,1
147573,1
147600,0
147616,0
147628,0
147644,0
147663,1
147671,0
147692,1
147713,1
147732,0
147766,1
147784,0
147807,0
147811,0
147830,0
147848,0
147876,0
147882,0
147895,1
147922,0
147967,0
147980,1
148010,0
148023,0
148047,1
148052,0
148068,1
148081,1
148099,0
148109,1
148132,0
148145,1
148150,0
148166,0
148178,0
148184,1
148197,0
148227,0
148236,1
148270,0
148301,0
148340,1
148355,0
148372,0
148420,1
148431,0
148449,0
148465,1
148477,0
148522,1
148546,1
148551,1
148567,1
148580,1
148607,1
148611,1
148630,0
148648,1
148669,1
148682,1
148703,0
148726,1
148735,0
148742,0
148774,1
148788,0
148800,1
148816,1
148828,0
148844,0
148859,0
148863,1
148871,1
148885,0
148892,0
148902,0
148925,1
148941,0
148956,1
148973,0
148994,1
149003,0
149026,0
149042,1
149057,0
149061,1
149074,0
149088,1
149171,1
149214,1
149279,1
149298,0
149312,0
149349,0
149377,0
149417,0
149429,0
149438,1
149440,0
149455,0
149464,1
149472,0
149536,0
149558,0
149562,0
149570,0
149589,0
149591,1
149602,0
149625,1
149641,0
149656,0
149723,0
149747,1
149781,0
149799,1
149832,0
149845,0
149878,1
149884,0
149897,0
149907,0
149948,0
149953,1
150003,1
150019,0
150035,1
150057,1
150074,0
150088,0
150100,0
150116,0
150128,1
150171,0
150214,1
150251,0
150267,1
150279,0
150320,0
150331,1
150383,1
150429,1
150438,1
150464,1
150472,0
150558,0
150589,1
150591,0
150602,0
150625,1
150639,1
150641,0
150660,0
150673,1
150694,0
150723,1
150752,1
150781,0
150809,0
150832,0
150866,0
150907,1
150911,0
150924,0
150969,0
151004,1
151027,0
151155,0
151164,0
151172,1
151193,1
151206,1
151223,1
151247,1
151268,1
151313,1
151321,0
151332,0
151345,0
151366,1
151378,0
151402,1
151439,1
151456,0
151460,0
151494,1
151537,1
151571,0
151592,1
151619,0
151626,0
151635,1
151661,0
151690,0
151711,1
151724,0
151730,0
151769,0
151805,1
151814,1
151851,0
151867,0
151879,1
151912,0
151977,0
152006,1
152052,0
152068,1
152099,1
152121,1
152145,0
152150,0
152178,0
152184,0
152227,0
152291,1
152329,1
152338,1
152372,1
152386,0
152449,1
152454,0
152496,1
152505,0
152522,1
152546,0
152579,0
152598,0
152630,1
152682,0
152695,1
152703,1
152726,1
152800,0
152844,0
152863,1
152892,0
152918,0
152925,1
152939,1
152941,1
152956,0
153038,1
153040,1
153055,0
153064,0
153072,0
153086,1
153093,0
153126,0
153161,0
153174,0
153190,1
153208,0
153212,1
153220,1
153249,0
153265,0
153283,0
153306,1
153323,0
153347,1
153352,1
153368,0
153415,0
153427,0
153443,1
153462,0
153489,0
153525,1
153541,1
153556,1
153594,0
153600,0
153616,0
153637,0
153644,1
153659,0
153663,1
153671,1
153692,0
153709,1
153713,0
153745,0
153766,1
153778,0
153797,0
153811,0
153830,1
153869,1
153882,0
153895,0
153905,0
153933,0
153951,1
153980,0
154076,0
154114,0
154122,1
154167,0
154179,0
154180,1
154216,1
154228,0
154259,1
154263,0
154271,1
154285,1
154292,0
154318,1
154325,0
154339,0
154341,1
154356,0
154360,1
154445,0
154478,0
154497,0
154506,0
154547,0
154552,1
154568,1
154581,0
154608,0
154612,1
154631,1
154654,0
154665,0
154677,0
154683,0
154704,0
154715,0
154736,1
154743,0
154762,1
154789,1
154829,1
154838,0
154872,0
154886,0
154893,1
154935,0
154942,0
154957,0
154990,0
155020,1
155031,1
155083,0
155123,1
155168,1
155217,0
155229,0
155238,0
155335,1
155342,0
155357,0
155390,0
155446,0
155467,1
155530,1
155548,0
155553,0
155569,0
155576,1
155621,0
155666,0
155716,1
155728,0
155737,0
155771,1
155785,0
155792,1
155818,1
155825,1
155856,0
155887,1
155894,1
155915,1
155927,1
155936,0
155958,0
155970,0
155991,1
156021,0
156032,1
156078,1
156084,0
156097,1
156195,0
156218,0
156225,0
156241,1
156256,0
156260,0
156273,0
156304,1
156327,0
156336,0
156362,1
156370,1
156391,1
156406,1
156434,0
156452,0
156468,1
156499,0
156508,0
156512,0
156520,0
156531,0
156549,0
156554,1
156565,1
156577,0
156596,0
156605,0
156614,1
156622,0
156633,0
156646,0
156679,0
156717,0
156729,0
156738,0
156755,0
156764,1
156786,0
156819,0
156826,0
156835,1
156857,0
156874,1
156888,1
156916,1
156959,0
156963,1
156992,1
157000,0
157016,1
157037,0
157059,0
157063,1
157085,1
157092,1
157125,1
157139,0
157156,1
157173,1
157187,0
157194,0
157211,1
157230,1
157305,1
157346,0
157367,0
157379,0
157403,0
157419,1
157435,0
157442,1
157457,1
157474,0
157488,1
157501,0
157555,0
157564,0
157615,1
157627,0
157643,0
157689,0
157731,0
157749,1
157754,0
157796,1
157823,1
157847,1
157852,1
157868,1
157875,1
157899,1
157913,1
157921,0
157932,1
157945,0
157978,0
157997,0
158005,1
158022,0
158079,0
158108,0
158112,0
158120,0
158154,0
158165,0
158183,0
158235,1
158242,0
158257,0
158274,0
158288,0
158316,0
158337,1
158385,1
158392,1
158430,1
158448,1
158469,0
158476,1
158482,1
158550,1
158578,0
158584,0
158597,1
158610,1
158647,1
158668,0
158675,0
158699,1
158718,0
158739,1
158741,1
158756,0
158760,0
158773,0
158815,1
158827,0
158836,0
158889,0
158901,1
158929,0
158955,1
158964,1
158993,0
159002,0
159018,1
159039,1
159087,0
159127,1
159136,0
159143,1
159189,0
159209,0
159213,0
159245,1
159266,1
159297,0
159311,0
159348,1
159369,0
159376,0
159400,1
159437,1
159444,0
159459,1
159463,1
159471,0
159503,1
159526,0
159535,1
159542,0
159629,0
159638,0
159672,1
159686,0
159767,1
159779,0
159798,0
159808,0
159831,1
159865,1
159896,1
159906,0
159910,0
159934,1
159952,1
159999,1
160011,0
160024,1
160030,0
160069,0
160076,0
160105,0
160122,0
160133,0
160151,0
160167,1
160180,1
160198,0
160200,1
160228,1
160285,0
160292,0
160325,1
160339,0
160409,1
160421,0
160478,0
160506,1
160510,0
160523,1
160534,0
160552,1
160612,0
160631,0
160654,0
160696,0
160715,1
160743,0
160817,0
160829,1
160838,0
160840,0
160864,0
160893,0
160919,0
160935,1
160957,0
160974,0
161006,1
161047,0
161068,0
161075,0
161081,1
161099,0
161109,1
161113,0
161121,0
161145,0
161178,1
161184,0
161204,1
161236,0
161262,0
161270,0
161329,1
161364,0
161449,1
161454,1
161477,0
161522,0
161533,0
161546,0
161598,0
161607,0
161624,0
161648,0
161653,1
161703,1
161757,0
161788,1
161790,1
161828,1
161837,0
161871,1
161885,1
161925,0
161939,0
161994,0
162004,0
162027,1
162062,1
162091,1
162101,0
162117,1
162129,0
162138,0
162140,0
162164,0
162172,1
162206,1
162281,1
162313,0
162332,1
162345,1
162366,1
162378,0
162402,0
162418,0
162425,0
162441,0
162456,1
162516,1
162559,0
162563,0
162626,0
162635,1
162661,0
162674,1
162688,0
162690,0
162711,1
162753,0
162795,1
162833,1
162867,0
162898,1
162931,1
162954,0
162965,0
162977,0
162983,0
162996,0
163009,1
163013,0
163050,0
163078,0
163107,0
163130,1
163148,0
163153,0
163202,0
163218,0
163239,1
163256,1
163260,1
163287,0
163315,0
163358,1
163362,1
163370,0
163389,1
163391,0
163406,1
163447,1
163452,0
163468,1
163481,0
163508,0
163512,0
163577,1
163583,0
163614,0
163622,0
163633,0
163680,0
163701,0
163717,1
163755,1
163793,1
163803,0
163819,1
163826,1
163857,0
163874,0
163890,0
163900,0
163916,1
163971,1
163985,0
