ID,bridg_po
163992,0
164003,0
164035,0
164061,1
164074,0
164088,1
164116,0
164128,1
164144,0
164163,0
164192,0
164214,0
164251,0
164267,1
164298,1
164308,0
164331,0
164396,1
164440,1
164455,1
164504,1
164527,0
164543,0
164591,1
164618,0
164625,0
164639,1
164656,1
164660,1
164687,1
164694,0
164710,0
164734,1
164747,0
164781,0
164809,0
164821,1
164832,1
164850,0
164866,0
164884,1
164907,1
164911,0
164930,0
164953,0
164995,1
165002,0
165018,0
165039,1
165056,0
165087,0
165136,0
165143,1
165170,0
165245,0
165266,0
165297,0
165324,0
165330,0
165400,0
165428,1
165437,1
165459,0
165471,1
165485,0
165503,1
165526,0
165561,1
165617,0
165629,0
165638,1
165640,0
165664,1
165672,1
165751,0
165780,1
165798,0
165812,1
165820,0
165849,1
165854,1
165877,0
165896,0
165906,0
165910,1
165968,0
165975,0
165981,0
166017,0
166064,0
166072,0
166086,1
166103,0
166142,1
166188,0
166208,0
166212,1
166283,1
166296,0
166334,0
166347,0
166352,1
166458,0
166489,0
166491,1
166539,1
166560,1
166573,0
166587,0
166637,0
166644,1
166663,1
166709,1
166713,0
166721,1
166745,1
166766,0
166778,0
166797,1
166811,1
166824,0
166830,0
166848,0
166869,0
166895,0
166905,1
166914,0
166967,1
166979,1
166998,0
167033,1
167046,0
167051,1
167079,1
167080,0
167108,1
167112,0
167131,0
167149,0
167154,0
167165,1
167203,1
167219,0
167226,0
167288,1
167316,0
167328,1
167337,0
167359,0
167385,1
167392,0
167411,0
167424,0
167495,1
167509,1
167513,1
167532,1
167550,0
167566,1
167610,1
167623,0
167634,0
167647,1
167675,0
167681,0
167773,1
167815,0
167836,0
167862,0
167870,1
167889,0
167891,1
167917,1
167929,0
167938,0
167955,1
167993,0
168000,1
168016,1
168037,0
168044,0
168059,0
168063,1
168102,0
168141,0
168156,1
168173,0
168187,0
168230,1
168253,0
168276,0
168295,1
168305,1
168333,1
168346,1
168379,1
168419,1
168426,0
168461,0
168474,0
168488,0
168501,0
168555,1
168572,0
168615,0
168662,0
168670,0
168708,0
168712,0
168720,1
168731,0
168754,1
168783,0
168823,0
168868,0
168875,0
168932,0
168950,1
168984,1
168997,0
169008,0
169012,1
169031,0
169049,0
169065,0
169077,1
169106,0
169110,1
169123,0
169255,0
169264,1
169272,1
169293,0
169303,0
169319,0
169342,0
169361,1
169388,0
169390,0
169405,1
169446,0
169479,0
169498,1
169511,1
169553,1
169576,1
169613,1
169621,1
169645,1
169666,1
169697,1
169700,1
169759,0
169763,0
169802,0
169825,1
169839,1
169856,1
169887,1
169915,0
169927,0
169943,0
169958,1
170032,1
170045,1
170050,0
170130,1
170148,1
170176,1
170202,1
170218,0
170241,0
170294,0
170315,1
170327,1
170343,0
170389,1
170406,0
170423,1
170447,0
170475,0
170481,0
170520,1
170549,0
170554,0
170633,1
170646,1
170667,1
170698,0
170717,1
170729,1
170738,0
170740,1
170764,0
170772,0
170835,0
170857,0
170890,0
170916,0
170928,0
170937,0
170944,0
170963,1
171020,0
171031,0
171065,1
171083,0
171096,0
171110,0
171134,0
171147,0
171175,0
171181,1
171199,1
171229,0
171272,0
171286,1
171293,1
171303,1
171319,0
171335,1
171357,0
171361,1
171390,1
171414,0
171479,1
171498,0
171507,1
171530,1
171548,1
171553,0
171569,0
171582,1
171666,1
171678,1
171684,1
171697,0
171700,1
171716,1
171802,1
171818,0
171839,0
171856,0
171873,0
171887,0
171894,0
171904,0
171915,0
171943,0
171958,1
171970,0
171989,0
172001,0
172038,0
172040,0
172064,1
172086,1
172103,1
172135,1
172157,0
172190,0
172220,0
172375,0
172381,1
172404,1
172443,1
172458,0
172470,1
172489,0
172491,1
172518,1
172525,0
172539,1
172541,1
172556,0
172560,1
172587,0
172594,0
172659,1
172685,0
172709,1
172732,1
172778,0
172848,1
172869,0
172876,1
172951,0
172967,1
172979,1
172980,1
173006,1
173010,0
173109,0
173113,1
173145,0
173150,1
173166,0
173197,0
173204,1
173215,0
173227,0
173243,1
173270,1
173317,0
173372,0
173393,0
173420,0
173465,1
173514,1
173522,1
173546,0
173580,1
173607,0
173676,1
173682,1
173719,0
173735,1
173742,0
173774,0
173816,1
173859,0
173892,1
173902,1
173918,1
173987,0
173994,0
174000,1
174016,0
174028,1
174085,0
174092,0
174125,1
174139,1
174187,1
174207,0
174211,1
174248,1
174276,0
174295,0
174305,0
174367,1
174379,0
174419,0
174435,0
174442,1
174488,0
174490,0
174501,0
174517,1
174538,0
174564,0
174572,1
174586,1
174643,0
174658,1
174689,0
174749,1
174754,0
174796,0
174810,0
174875,0
174913,1
174932,0
174945,0
174950,0
174966,0
175015,0
175027,0
175117,0
175129,1
175155,1
175164,0
175186,0
175193,0
175206,0
175210,0
175234,0
175252,0
175268,1
175275,0
175313,1
175332,0
175350,0
175366,1
175397,0
175402,1
175456,0
175473,1
175487,1
175528,0
175544,1
175585,1
175592,0
175626,1
175635,0
175674,0
175688,1
175730,1
175748,0
175753,0
175776,1
175795,1
175805,0
175822,0
175867,1
175879,1
175898,0
175908,0
175912,0
175920,0
175954,0
175996,1
176026,0
176035,1
176090,1
176100,0
176116,1
176192,1
176233,0
176251,1
176267,1
176279,1
176280,1
176298,0
176320,0
176331,0
176354,1
176365,0
176377,1
176383,0
176417,0
176455,0
176472,0
176504,0
176543,1
176558,1
176570,0
176589,0
176591,1
176618,0
176687,0
176710,0
176734,0
176775,0
176809,0
176884,1
176897,0
176930,0
176948,1
176976,0
176982,0
177007,1
177024,0
177030,1
177053,0
177069,1
177095,1
177122,1
177133,1
177146,1
177151,1
177180,1
177198,0
177200,0
177237,0
177259,1
177271,0
177285,1
177292,0
177325,0
177341,1
177356,1
177387,0
177409,1
177413,1
177421,1
177432,0
177445,0
177450,0
177478,0
177497,1
177506,1
177523,0
177547,0
177552,0
177568,0
177608,0
177612,1
177696,0
177715,0
177736,1
177743,1
177840,1
177872,0
177919,0
177957,0
177961,1
177988,1
177990,0
178018,1
178039,0
178056,1
178060,0
178073,0
178087,0
178115,0
178136,0
178143,0
178162,0
178170,1
178189,1
178209,1
178221,0
178245,1
178250,1
178348,0
178395,1
178400,0
178416,0
178428,0
178459,0
178503,1
178519,1
178526,0
178542,1
178574,1
178617,0
178629,1
178640,0
178655,1
178672,0
178686,1
178714,0
178722,0
178779,0
178780,0
178820,0
178849,1
178910,0
178968,0
178975,1
178981,1
178999,1
179080,1
179112,1
179131,0
179165,0
179235,1
179257,1
179261,0
179274,1
179288,0
179290,1
179363,1
179371,0
179411,0
179430,1
179482,1
179495,0
179513,0
179532,0
179545,1
179597,0
179634,1
179652,0
179739,0
179741,0
179815,0
179827,0
179836,0
179858,1
179938,0
179993,0
180020,0
180054,1
180065,0
180083,1
180096,0
180123,0
180134,1
180152,0
180201,1
180255,0
180293,1
180319,0
180361,1
180374,0
180405,1
180414,0
180422,0
180451,0
180467,0
180480,0
180498,0
180511,1
180524,0
180530,0
180548,0
180569,0
180576,1
180609,1
180613,1
180621,0
180632,0
180684,0
180697,1
180744,1
180759,0
180763,1
180785,0
180825,0
180856,1
180904,0
180915,0
180962,0
180970,0
180991,0
181030,0
181048,0
181082,0
181133,0
181180,0
181228,0
181259,1
181263,1
181292,0
181302,0
181318,0
181325,1
181339,0
181341,1
181356,0
181360,1
181373,1
181394,1
181409,0
181413,0
181466,1
181497,0
181510,1
181552,0
181575,0
181612,1
181649,0
181727,0
181743,0
181758,0
181770,1
181789,1
181817,0
181829,1
181838,1
181855,0
181886,0
181919,0
182037,1
182044,0
182059,0
182092,0
182139,0
182141,0
182160,0
182173,0
182207,0
182224,0
182248,0
182253,1
182276,1
182295,0
182305,0
182367,0
182435,0
182442,0
182457,1
182461,1
182488,1
182538,1
182564,1
182593,0
182604,1
182615,1
182627,1
182636,1
182643,1
182662,0
182712,1
182731,1
182765,1
182777,1
182806,0
182847,0
182875,1
182881,0
182899,0
182913,1
182950,0
182978,0
182984,1
183014,0
183033,1
183067,1
183098,1
183108,1
183112,1
183120,1
183131,0
183154,0
183165,0
183226,0
183261,1
183274,0
183290,0
183300,1
183316,1
183328,1
183363,1
183371,0
183392,1
183411,0
183424,0
183469,1
183476,1
183521,0
183532,0
183545,0
183550,1
183606,0
183610,0
183652,1
183702,0
183739,0
183741,1
183756,1
183760,1
183773,1
183787,0
183815,1
183827,0
183843,0
183870,1
183891,1
183901,0
183917,0
183938,1
183940,0
183955,1
183972,0
184004,1
184015,1
184043,0
184058,1
184062,0
184070,0
184089,1
184091,0
184117,1
184140,1
184164,0
184193,1
184234,0
184268,0
184275,1
184281,0
184313,0
184350,0
184425,0
184456,0
184460,0
184500,1
184537,0
184559,0
184563,1
184571,0
184635,1
184642,1
184657,1
184661,0
184690,0
184707,0
184711,0
184730,0
184748,1
184776,1
184805,0
184822,1
184949,0
184977,0
185074,1
185088,0
185137,0
185159,1
185171,0
185192,0
185222,1
185312,1
185383,1
185396,0
185417,1
185438,1
185472,1
185486,1
185527,1
185543,1
185558,0
185589,1
185591,0
185639,0
185656,1
185673,0
185694,0
185706,1
185747,0
185799,1
185821,0
185850,0
185878,0
185884,1
185897,0
185911,1
185930,1
185995,1
186018,0
186056,1
186060,0
186073,1
186087,0
186158,0
186162,1
186189,0
186213,1
186221,1
186232,1
186245,0
186266,0
186307,1
186353,1
186369,1
186376,0
186382,0
186395,0
186444,1
186471,1
186485,0
186503,0
186542,1
186601,0
186629,1
186640,1
186686,1
186693,0
186722,1
186733,1
186767,0
186808,0
186820,1
186865,0
186877,0
186883,0
186896,0
186910,1
186947,0
186975,1
187006,0
187034,1
187068,0
187113,1
187121,0
187132,1
187145,0
187150,0
187197,1
187204,1
187215,1
187227,1
187236,1
187258,0
187262,1
187270,0
187289,0
187329,1
187338,1
187340,0
187372,0
187386,1
187412,0
187431,1
187483,1
187514,1
187522,1
187546,0
187567,0
187580,1
187598,0
187611,1
187630,0
187695,1
187735,1
187742,0
187761,0
187788,0
187790,0
187816,0
187828,0
187837,0
187844,1
187859,0
187871,1
187885,1
187892,1
187902,1
187925,1
187941,1
188017,0
188038,1
188055,1
188064,0
188072,0
188086,0
188119,1
188126,0
188135,0
188142,0
188188,1
188190,1
188220,0
188231,1
188254,1
188277,1
188310,1
188334,0
188368,0
188375,0
188404,1
188415,1
188443,0
188462,0
188489,1
188573,1
188600,0
188616,0
188637,0
188659,0
188663,1
188685,0
188692,1
188709,1
188721,1
188807,0
188830,0
188848,1
188853,0
188869,0
188876,0
188905,0
188933,0
188951,0
188967,0
188979,1
188980,0
188998,1
189009,0
189032,1
189050,1
189066,0
189078,0
189084,0
189097,1
189107,0
189124,0
189130,0
189182,0
189195,1
189202,0
189239,0
189241,0
189260,1
189273,1
189287,1
189294,0
189315,1
189327,1
189343,1
189358,1
189362,0
189370,0
189389,1
189391,0
189406,1
189423,0
189452,0
189475,1
189512,1
189565,0
189577,1
189614,1
189633,1
189646,1
189667,1
189680,0
189717,1
189793,0
189842,0
189861,1
189900,0
189916,1
189959,1
190000,0
190016,0
190028,1
190059,1
190118,0
190173,0
190194,1
190207,1
190224,0
190253,1
190269,0
190276,0
190282,0
190295,1
190322,1
190333,0
190367,1
190379,1
190380,0
190398,1
190435,0
190457,1
190461,0
190474,1
190490,1
190586,0
190627,1
190643,1
190658,0
190662,0
190670,1
190720,0
190731,1
190852,0
190868,1
190875,1
190881,1
190909,1
190932,0
190945,0
190950,0
190966,0
190978,0
191029,1
191103,1
191119,1
191157,0
191161,0
191174,1
191190,0
191220,1
191249,1
191254,1
191296,0
191310,1
191334,1
191415,1
191470,1
191489,0
191491,0
191502,0
191518,0
191525,1
191539,0
191556,1
191560,0
191573,1
191594,1
191616,0
191637,0
191644,0
191659,0
191685,0
191709,0
191732,0
191750,0
191766,1
191784,0
191797,0
191853,0
191876,1
191882,0
191895,0
191922,1
191951,1
191980,0
192012,1
192020,0
192054,0
192077,0
192110,0
192147,1
192168,0
192175,1
192181,1
192199,1
192229,1
192238,1
192240,0
192255,1
192272,1
192293,1
192326,0
192357,0
192374,1
192390,0
192414,1
192422,1
192446,0
192451,1
192479,1
192480,0
192548,1
192569,1
192595,0
192645,0
192697,0
192716,0
192728,1
192744,1
192771,1
192792,1
192818,0
192856,1
192873,1
192927,0
192936,1
192943,1
192962,1
192989,0
192991,0
193019,1
193042,1
193088,0
193090,0
193100,0
193116,1
193128,0
193159,1
193171,0
193205,1
193233,1
193267,0
193298,0
193320,0
193354,0
193365,1
193383,1
193401,1
193429,1
193440,1
193464,0
193472,1
193493,0
193543,0
193589,0
193618,0
193660,0
193673,0
193687,0
193710,0
193734,0
193747,1
193799,0
193809,0
193845,1
193866,0
193884,1
193907,0
193911,1
193982,1
194009,0
194013,1
194021,1
194050,0
194066,1
194097,1
194124,0
194130,0
194153,0
194202,1
194218,0
194225,0
194239,1
194256,1
194287,1
194315,1
194327,1
194358,0
194370,0
194389,0
194406,1
194452,0
194468,0
194481,0
194531,0
194565,0
194583,0
194596,1
194633,1
194646,0
194667,1
194679,0
194680,0
194698,0
194717,0
194729,1
194755,0
194793,1
194803,1
194835,1
194861,0
194874,1
194900,1
194916,1
194928,1
194937,0
194944,0
194985,1
195079,1
195080,1
195108,1
195120,0
195131,1
195154,0
195177,1
195203,0
195219,1
195226,1
195257,0
195288,0
195300,0
195337,1
195344,0
195359,0
195385,1
195411,0
195424,1
195430,1
195509,1
195513,1
195532,0
195597,1
195606,1
195610,0
195652,1
195681,0
195702,1
195718,0
195741,0
195773,1
195787,1
195804,0
195827,1
195862,1
195891,0
195917,0
195929,1
195964,0
195972,1
195986,1
196006,0
196010,0
196034,1
196047,1
196052,0
196081,0
196121,1
196132,0
196197,0
196204,0
196258,0
196270,0
196289,0
196317,0
196329,1
196355,0
196372,1
196408,1
196454,0
196483,0
196496,1
196514,1
196533,0
196546,0
196551,1
196580,0
196607,1
196630,1
196676,1
196682,0
196719,0
196726,0
196761,0
196774,1
196816,0
196844,1
196918,1
196925,0
196960,1
196987,0
197002,1
197018,1
197025,1
197087,1
197094,1
197104,1
197115,1
197127,1
197136,1
197143,1
197158,0
197189,1
197191,1
197221,0
197232,0
197245,1
197284,1
197297,0
197307,1
197311,0
197400,1
197428,0
197437,1
197444,0
197459,0
197463,1
197492,1
197519,0
197574,0
197590,0
197601,0
197693,0
197714,1
197751,0
197798,0
197808,0
197831,1
197849,1
197854,1
197865,1
197910,0
197975,0
197981,0
198007,0
198069,0
198076,1
198095,0
198114,1
198122,1
198151,1
198167,0
198200,1
198263,0
198318,1
198325,1
198339,0
198356,0
198373,1
198394,1
198413,1
198445,1
198466,0
198484,1
198510,1
198523,0
198534,0
198547,1
198568,0
198575,0
198631,0
198649,1
198665,1
198683,0
198704,0
198736,1
198743,0
198758,0
198762,1
198801,0
198817,0
198829,1
198838,0
198840,0
198872,1
198893,0
198942,0
198961,0
198990,0
199004,1
199036,1
199043,0
199058,0
199091,0
199140,1
199164,1
199186,0
199193,0
199206,0
199247,0
199281,0
199313,0
199378,0
199402,1
199439,0
199473,1
199487,0
199494,0
199516,0
199559,0
199592,1
199603,1
199619,0
199688,1
199690,0
199707,0
199711,0
199724,0
199730,0
199753,1
199769,0
199776,0
199822,0
199846,1
199879,0
199898,0
199931,0
199954,0
